resonance,energy,part3_absT2,bw_theta_0.05,bw_theta_0.10,bw_theta_0.15,bw_theta_0.20,bw_theta_0.25
1,0.620495317596609,0.0146953838468471,0.0147843053726466,0.0147851663779265,0.0147851533875786,0.0147851340696759,0.0147852073095638
1,0.620495873460978,0.0147293598449304,0.0148184093484917,0.0148192723489414,0.0148192593260689,0.0148192399686496,0.0148193133772809
1,0.620496429325347,0.0147633358430136,0.0148526308711975,0.0148534958736898,0.0148534828181722,0.0148534634211184,0.0148535369990709
1,0.620496985189717,0.0147973118410969,0.0148869704788181,0.0148878374902571,0.0148878244019736,0.0148878049651668,0.014887878713021
1,0.620497541054086,0.0148313514044796,0.0149214287124739,0.0149222977397951,0.0149222846186239,0.0149222651419452,0.0149223390602844
1,0.620498096918455,0.0148664029239922,0.0149560061163717,0.0149568771665423,0.0149568640123614,0.0149568444956914,0.0149569185851012
1,0.620498652782824,0.0149014544435047,0.0149907032378265,0.0149915763178455,0.014991563130532,0.0149915435737509,0.0149916178348199
1,0.620499208647193,0.0149365059630173,0.0150255206272822,0.0150263957441805,0.0150263825236111,0.0150263629265986,0.015026437359918
1,0.620499764511562,0.0149715574825298,0.0150604588383333,0.015061335999174,0.0150613227452247,0.01506130310786,0.0150613777140236
1,0.620500320375931,0.0150066090020424,0.0150955184277461,0.0150963976396247,0.015096384352171,0.0150963646743329,0.0150964394539371
1,0.6205008762403,0.015041660521555,0.0151306999554807,0.0151315812255253,0.0151315679044419,0.0151315481860087,0.0151316231396528
1,0.620501432104669,0.0150767120410675,0.0151660039847129,0.0151668873200842,0.0151668739652453,0.0151668542060949,0.0151669293343809
1,0.620501987969038,0.0151117635605801,0.0152014310818561,0.0152023164897476,0.0152023031010268,0.0152022833010366,0.0152023586045692
1,0.620502543833407,0.0151468806385253,0.0152369818165835,0.015237869304222,0.0152378558814923,0.0152378360405391,0.0152379115199259
1,0.620503099697777,0.0151830532662694,0.0152726567618508,0.0152735463364963,0.0152735328796299,0.0152735129975901,0.0152735886534414
1,0.620503655562146,0.0152192258940135,0.0153084564939183,0.0153093481628644,0.015309334671733,0.0153093147484827,0.0153093905814114
1,0.620504211426515,0.0152553985217575,0.0153443815923745,0.0153452753629481,0.0153452618374229,0.0153452418728374,0.0153453178834595
1,0.620504767290884,0.0152915711495016,0.015380432640158,0.0153813285197203,0.0153813149596715,0.0153812949536259,0.01538137114256
1,0.620505323155253,0.0153277437772457,0.0154166102235816,0.0154175082195275,0.015417494624825,0.0154174745771937,0.0154175509450615
1,0.620505879019622,0.0153639164049969,0.0154529149323621,0.0154538150521209,0.0154538014226338,0.0154537813332909,0.0154538578807167
1,0.620506434883991,0.015400089032741,0.0154893473596156,0.015490249610651,0.0154902359462478,0.0154902158150667,0.0154902925426779
1,0.62050699074836,0.0154362616604851,0.0155259081019238,0.0155268124917342,0.0155267987922827,0.0155267786191365,0.0155268555275632
1,0.620507546612729,0.0154725019239243,0.0155625977593298,0.0155635042954483,0.0155634905608156,0.0155634703455769,0.0155635474354522
1,0.620508102477098,0.015509843686559,0.0155994169353688,0.0156003256253636,0.0156003118554163,0.015600291597957,0.015600368869917
1,0.620508658341468,0.0155471854491938,0.0156363662370925,0.0156372770885671,0.015637263283171,0.0156372429833627,0.0156373204380463
1,0.620509214205837,0.0155845272118285,0.0156734462750939,0.0156743592956871,0.0156743454547074,0.0156743251124211,0.0156744027504703
1,0.620509770070206,0.0156218689744632,0.0157106576635316,0.015711572860918,0.0157115589842191,0.0157115385993254,0.0157116164213851
1,0.620510325934575,0.015659210737098,0.0157480010201549,0.0157489184020448,0.0157489044894906,0.0157488840618594,0.0157489620685775
1,0.620510881798944,0.0156965524997327,0.0157854769663286,0.0157863965404685,0.0157863825919221,0.015786362121423,0.0157864403134504
1,0.620511437663313,0.0157338942623675,0.0158230861270588,0.0158240079012313,0.0158239939165551,0.0158239734030572,0.0158240517810477
1,0.620511993527682,0.0157712360250022,0.0158608291310177,0.015861753113042,0.0158617390920978,0.0158617185354695,0.0158617971000802
1,0.620512549392051,0.0158086475874772,0.0158987066105699,0.0158996328083018,0.0158996187509507,0.0158995981510599,0.0158996769029509
1,0.62051310525642,0.0158472090796261,0.0159367192017979,0.0159376476231302,0.0159376335292324,0.0159376128859468,0.0159376918257811
1,0.620513661120789,0.015885770571775,0.0159748675445285,0.015975798197391,0.0159757840668063,0.0159757633799926,0.0159758425084365
1,0.620514216985158,0.015924332063924,0.0160131522823588,0.0160140851747187,0.016014071007306,0.0160140502768307,0.0160141295945535
1,0.620514772849527,0.0159628935560729,0.016051574062683,0.0160525092025451,0.0160524949981626,0.0160524742238916,0.0160525537315659
1,0.620515328713897,0.0160014550482219,0.0160901335367193,0.0160910709321259,0.0160910566906311,0.0160910358724299,0.0160911155707312
1,0.620515884578266,0.0160400165403708,0.0161288313595362,0.0161297710185679,0.0161297567398177,0.0161297358775509,0.0161298157671581
1,0.620516440442635,0.0160785780325198,0.0161676681900805,0.016168610120856,0.0161685958047063,0.0161685748982384,0.0161686549798335
