E,T_real,T_imag,R_real,R_imag,absT2,absR2,unitarity_error
0.6217833118287436,0.0034314499436507453,-0.0719536796895106,-0.9962698030717173,-0.047511815571685,0.005189106869576469,0.9948108931314764,1.0529355165544985e-12
0.6217883149556979,0.0034393620652158974,-0.0715178621482384,-0.9962819842629783,-0.04791214893641292,0.005126633817670077,0.9948733661826824,3.523847880160247e-13
0.6217933180826523,0.0034468050229937226,-0.07108731001264884,-0.9962936949883135,-0.048307217023550966,0.005065286109700979,0.9949347138900271,2.7189361873070084e-13
0.6217983212096065,0.0034537939630115413,-0.07066192886783289,-0.9963049503934834,-0.04869711425260286,0.005005036884061608,0.9949949631150925,8.458789224619068e-13
0.6218033243365609,0.003460343511621372,-0.07024162651639908,-0.9963157651051642,-0.04908193281665203,0.004945860072887717,0.9950541399261068,1.0055289934030043e-12
0.6218083274635152,0.003466467792203483,-0.06982631309590455,-0.9963261532476168,-0.049461762575500286,0.004887730399521677,0.995112269602269,1.7905676941154525e-12
0.6218133305904696,0.0034721804482679038,-0.06941590064638369,-0.996336128461726,-0.04983669150584473,0.004830623299613946,0.9951693766983498,2.0362600494649996e-12
0.621818333717424,0.0034774946644281104,-0.06901030334653646,-0.9963457039351765,-0.05020680540753299,0.004774514937122108,0.9952254850593124,3.5654812435836902e-12
0.6218233368443783,0.0034824231794889017,-0.06860943733165595,-0.9963548924048111,-0.050572188157429324,0.004719382162167467,0.9952806178340331,3.799405234872211e-12
0.6218283399713327,0.0034869783025906166,-0.06821322077079396,-0.9963637061811705,-0.0509329215801739,0.004665202505607814,0.9953347974957698,1.3775647289548942e-12
0.621833343098287,0.003491171926579234,-0.0678215734947511,-0.9963721571561174,-0.05128908584982821,0.00461195411272486,0.9953880458832458,4.029332423272081e-12
0.6218383462252414,0.0034950155618976696,-0.06743441731981178,-0.9963802568404819,-0.051640759148374904,0.004559615773040438,0.9954403842269254,3.419486915845482e-14
0.6218433493521957,0.003498520322478153,-0.06705167577448873,-0.9963880163482692,-0.0519880179488978,0.004508166868613952,0.9954918331326936,1.3076206784035094e-12
0.62184835247915,0.003501696960973041,-0.06667327410339731,-0.9963954464315576,-0.05233093700719332,0.004457587361273237,0.9955424126375939,1.1328715743275097e-12
0.6218533556061044,0.0035045558788651724,-0.06629913925986536,-0.9964025574930094,-0.052669589365763075,0.004407857778507108,0.9955921422225681,1.0751399770470016e-12
0.6218583587330587,0.003507107129568612,-0.0659291997465481,-0.9964093595852535,-0.053004046524210556,0.004358959179638509,0.9956410408170357,3.325784092567119e-12
0.6218633618600131,0.0035093604484057895,-0.0655633857425458,-0.9964158624430661,-0.053334378310055254,0.0043108731607826925,0.9956891268378794,1.3379297669757761e-12
0.6218683649869674,0.0035113252457717806,-0.06520162888136329,-0.9964220754789535,-0.05366065307369548,0.0042635818137646215,0.995736418190081,3.845590512696617e-12
0.6218733681139218,0.003513010624364386,-0.06484386228242821,-0.9964280077929047,-0.05398293771533966,0.004217067719349413,0.9957829322785152,2.135402965564026e-12
0.6218783712408761,0.00351442540408545,-0.06449002063192735,-0.9964336682076023,-0.05430129752971062,0.004171313947027297,0.9958286860510682,1.9044765764419935e-12
0.6218833743678305,0.0035155781132219805,-0.06414003990130251,-0.9964390652490603,-0.054615796561272585,0.0041263040080108445,0.9958736959884436,3.5456082514429e-12
0.6218883774947849,0.0035164770113740263,-0.06379385756196733,-0.9964442071779022,-0.05492649733198101,0.004082021873208098,0.9959179781275581,7.66275931596283e-13
0.6218933806217392,0.003517130087373047,-0.06345141226790366,-0.9964491019827114,-0.05523346119149226,0.004038451922842979,0.995961548077344,1.8696155734687636e-13
0.6218983837486936,0.0035175450828238653,-0.06311264413467839,-0.9964537574064762,-0.05553674801092484,0.003995578973080254,0.9960044210291136,2.1938006966593093e-12
0.6219033868756478,0.003517729488739099,-0.06277749447254208,-0.996458180938167,-0.05583641649654565,0.003953388233005995,0.9960466117657765,1.2175815911064092e-12
0.6219083900026022,0.0035176905659586046,-0.062445905813046085,-0.9964623798397908,-0.056132524108862415,0.0039118652997296565,0.9960881346988114,1.4589440766599182e-12
0.6219133931295565,0.003517435342909954,-0.06211782196571813,-0.9964663611394386,-0.05642512704119646,0.003870996157156206,0.9961290038440893,1.2454481890245006e-12
0.6219183962565109,0.0035169706252071247,-0.06179318779931652,-0.9964701316425822,-0.05671428042760073,0.003830767140780171,0.9961692328602055,9.85656001262214e-13
0.6219233993834652,0.0035163030101664173,-0.061471949484468394,-0.9964736979472906,-0.05700003808920983,0.00379116496028034,0.9962088350429195,3.199884801574626e-12
0.6219284025104196,0.003515438883206202,-0.06115405406366102,-0.9964770664390806,-0.05728245298474544,0.003752176638962733,0.9962478233589857,2.0515811272048268e-12
0.621933405637374,0.003514384441864994,-0.06083944995889156,-0.9964802433145061,-0.057561576697789385,0.003713789569305693,0.9962862104280727,2.621569628047382e-12
0.6219384087643283,0.0035131456840616303,-0.060528086449872225,-0.9964832345723529,-0.05783745994392735,0.0036759914418806458,0.996324008556544,1.5752954496406346e-12
0.6219434118912827,0.0035117284242314516,-0.060219913936404294,-0.9964860460254432,-0.058110152338449884,0.003638770271033496,0.9963612297282195,7.469580509678053e-13
0.6219484150182369,0.003510138295323088,-0.05991488373969689,-0.9964886833094261,-0.0583797025342556,0.003602114364393688,0.9963978856317417,3.864575326417707e-12
0.6219534181451913,0.0035083807678600617,-0.05961294825344544,-0.9964911518926249,-0.058646158156593,0.003566012335080254,0.9964339876668187,1.8989254613188677e-12
0.6219584212721456,0.0035064611264737523,-0.05931406073234149,-0.9964934570616029,-0.058909565941183545,0.0035304530701913664,0.9964695469259633,3.84525744578923e-12
0.6219634243991,0.0035043845175504263,-0.05901817546438084,-0.9964956039603662,-0.05916997161303032,0.0034954257459912912,0.9965045742530217,9.869882688917642e-13
0.6219684275260544,0.0035021559125704973,-0.05872524757256627,-0.9964975975633513,-0.059427420026891935,0.0034609197984951535,0.9965390802005833,9.2148511043888e-13
0.6219734306530087,0.00349978014450548,-0.05843523310071551,-0.9964994427009053,-0.05968195516237969,0.0034269249285948326,0.9965730750752191,3.813838134192338e-12
0.6219784337799631,0.003497261889685009,-0.05814808893333394,-0.9965011440508516,-0.05993362012100657,0.0033934310873239564,0.9966065689154654,2.7893243270682433e-12
0.6219834369069174,0.0034946056912481416,-0.05786377276450001,-0.9965027061557685,-0.06018245721244475,0.0033604284674789973,0.9966395715318975,6.235012506294879e-13
0.6219884400338718,0.003491815955540342,-0.05758224324441269,-0.9965041334215172,-0.06042850779346308,0.003327907515726077,0.9966720924803137,3.960165528837933e-12
0.621993443160826,0.003488896957180845,-0.05730345970668844,-0.9965054301243232,-0.06067181251753447,0.0032958588963338913,0.9967041411014255,2.240652108298491e-12
0.6219984462877804,0.0034858528404291397,-0.05702738229086977,-0.9965066004075479,-0.060912411255273746,0.003264273500974134,0.9967357265007398,1.7139623054163167e-12
